timestamp,tax_unit_id,filing_status,broad_income,taxable_income,mtr,mtr_prime,response_number,taxable_income_this,broad_income_this,implied_eti_taxable,implied_eti_broad,model,income_response_raw
2026-06-08 13:08:45,2908001.0,,43861.0,37428.68,0.25230432,0.2429616519919546,1,37429.0,43861.0,0.000684225762420971,0.0,google/gemma-4-26B-A4B-it,"```json
{""broad_income"": 43861, ""taxable_income"": 37429}
```"
2026-06-08 13:08:45,2908001.0,,43861.0,37428.68,0.25230432,0.2429616519919546,2,37429.0,43861.0,0.000684225762420971,0.0,google/gemma-4-26B-A4B-it,"```json
{""broad_income"": 43861, ""taxable_income"": 37429}
```"
2026-06-08 13:08:52,8434401.0,,52133.0,49546.84,0.3695,0.3716756696001465,1,49547.0,52133.0,-0.0009358282879347281,-0.0,google/gemma-4-26B-A4B-it,"```json
{""broad_income"": 52133, ""taxable_income"": 49547}
```"
2026-06-08 13:08:52,8434401.0,,52133.0,49546.84,0.3695,0.3716756696001465,2,49547.0,52133.0,-0.0009358282879347281,-0.0,google/gemma-4-26B-A4B-it,"```json
{""broad_income"": 52133, ""taxable_income"": 49547}
```"
2026-06-08 13:08:57,6349901.0,,42000.0,28150.0,0.1965,0.1833836551052556,1,28150.0,42000.0,0.0,0.0,google/gemma-4-26B-A4B-it,"```json
{""broad_income"": 42000, ""taxable_income"": 28150}
```"
2026-06-08 13:08:57,6349901.0,,42000.0,28150.0,0.1965,0.1833836551052556,2,28150.0,42000.0,0.0,0.0,google/gemma-4-26B-A4B-it,"```json
{""broad_income"": 42000, ""taxable_income"": 28150}
```"
2026-06-08 13:09:02,4907201.0,,146001.0,127030.69,0.3615,0.3367198943787576,1,127031.0,146001.0,6.287974693772202e-05,0.0,google/gemma-4-26B-A4B-it,"```json
{""broad_income"": 146001, ""taxable_income"": 127031}
```"
2026-06-08 13:09:02,4907201.0,,146001.0,127030.69,0.3615,0.3367198943787576,2,127031.0,146001.0,6.287974693772202e-05,0.0,google/gemma-4-26B-A4B-it,"```json
{""broad_income"": 146001, ""taxable_income"": 127031}
```"
2026-06-08 13:09:07,1306201.0,,88011.0,75755.086,0.32719994,0.3311268909649999,1,75755.0,88011.0,0.00019449892209304925,-0.0,google/gemma-4-26B-A4B-it,"```json
{""broad_income"": 88011, ""taxable_income"": 75755}
```"
2026-06-08 13:09:07,1306201.0,,88011.0,75755.086,0.32719994,0.3311268909649999,2,75755.0,88011.0,0.00019449892209304925,-0.0,google/gemma-4-26B-A4B-it,"```json
{""broad_income"": 88011, ""taxable_income"": 75755}
```"
2026-06-08 13:09:18,1306201.0,,88011.0,75755.086,0.32719994,0.3311266164297525,1,75755.0,88011.0,0.0001945125205676513,-0.0,google/gemma-4-26B-A4B-it,"```json
{""broad_income"": 88011, ""taxable_income"": 75755}
```"
2026-06-08 13:09:18,1306201.0,,88011.0,75755.086,0.32719994,0.3311266164297525,2,75755.0,88011.0,0.0001945125205676513,-0.0,google/gemma-4-26B-A4B-it,"```json
{""broad_income"": 88011, ""taxable_income"": 75755}
```"
2026-06-08 13:09:23,729401.0,,70000.0,42300.0,-0.16099998,-0.2077535147399951,1,42300.0,70000.0,0.0,0.0,google/gemma-4-26B-A4B-it,"```json
{""broad_income"": 70000, ""taxable_income"": 42300}
```"
2026-06-08 13:09:23,729401.0,,70000.0,42300.0,-0.16099998,-0.2077535147399951,2,46000.0,70000.0,2.172096512161234,0.0,google/gemma-4-26B-A4B-it,"```json
{""broad_income"": 70000, ""taxable_income"": 46000}
```"
