timestamp,broad_income,prior_taxable_income,prior_rate,new_rate,response_number,raw_response,parsed_income,implied_eti
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,1,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,2,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,3,"$40,000",40000.0,0.5000000000000001
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,4,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,5,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,6,"$45,000",45000.0,1.5000000000000004
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,7,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,8,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,9,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,10,"$40,000",40000.0,0.5000000000000001
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,11,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,12,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,13,"$42,500.00",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,14,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,15,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,16,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,17,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,18,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,19,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,20,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,21,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,22,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,23,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,24,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,25,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,26,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,27,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,28,"$42,857",42857.0,1.0714000000000001
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,29,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,30,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,31,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,32,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,33,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,34,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,35,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,36,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,37,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,38,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,39,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,40,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,41,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,42,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,43,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,44,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,45,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,46,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,47,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,48,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,49,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,50,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,51,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,52,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,53,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,54,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,55,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,56,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,57,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,58,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,59,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,60,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,61,"$42,500.00",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,62,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,63,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,64,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,65,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,66,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,67,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,68,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,69,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,70,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,71,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,72,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,73,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,74,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,75,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,76,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,77,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,78,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,79,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,80,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,81,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,82,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,83,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,84,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,85,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,86,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,87,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,88,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,89,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,90,"$45,000",45000.0,1.5000000000000004
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,91,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,92,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,93,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,94,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,95,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,96,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,97,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,98,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,99,"$42,500.00",42500.0,1.0000000000000002
2024-11-05 14:36:22,50000,37500.0,0.25,0.15,100,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:36:23,50000,37500.0,0.25,0.16999999999999998,1,"$42,857",42857.0,1.339249999999999
2024-11-05 14:36:23,50000,37500.0,0.25,0.16999999999999998,2,"$42,500",42500.0,1.249999999999999
2024-11-05 14:36:23,50000,37500.0,0.25,0.16999999999999998,3,"$42,857",42857.0,1.339249999999999
2024-11-05 14:36:23,50000,37500.0,0.25,0.16999999999999998,4,"$39,000",39000.0,0.37499999999999967
2024-11-05 14:36:23,50000,37500.0,0.25,0.16999999999999998,5,"$42,500.00",42500.0,1.249999999999999
2024-11-05 14:36:23,50000,37500.0,0.25,0.16999999999999998,6,"$40,000",40000.0,0.6249999999999994
2024-11-05 14:36:23,50000,37500.0,0.25,0.16999999999999998,7,"$39,533",39533.0,0.5082499999999996
2024-11-05 14:36:23,50000,37500.0,0.25,0.16999999999999998,8,"$42,500",42500.0,1.249999999999999
2024-11-05 14:36:23,50000,37500.0,0.25,0.16999999999999998,9,"$40,000",40000.0,0.6249999999999994
2024-11-05 14:36:23,50000,37500.0,0.25,0.16999999999999998,10,"$39,316",39316.0,0.4539999999999996
2024-11-05 14:36:23,50000,37500.0,0.25,0.16999999999999998,11,"$41,176",41176.0,0.9189999999999992
2024-11-05 14:36:23,50000,37500.0,0.25,0.16999999999999998,12,"$41,176",41176.0,0.9189999999999992
2024-11-05 14:36:23,50000,37500.0,0.25,0.16999999999999998,13,"$38,500",38500.0,0.2499999999999998
2024-11-05 14:36:23,50000,37500.0,0.25,0.16999999999999998,14,"$42,857",42857.0,1.339249999999999
2024-11-05 14:36:23,50000,37500.0,0.25,0.16999999999999998,15,"$42,857",42857.0,1.339249999999999
2024-11-05 14:36:23,50000,37500.0,0.25,0.16999999999999998,16,"$42,500",42500.0,1.249999999999999
2024-11-05 14:36:23,50000,37500.0,0.25,0.16999999999999998,17,"$39,000",39000.0,0.37499999999999967
2024-11-05 14:36:23,50000,37500.0,0.25,0.16999999999999998,18,"$42,050",42050.0,1.137499999999999
2024-11-05 14:36:23,50000,37500.0,0.25,0.16999999999999998,19,"$42,500",42500.0,1.249999999999999
2024-11-05 14:36:23,50000,37500.0,0.25,0.16999999999999998,20,"$41,000.00",41000.0,0.8749999999999993
2024-11-05 14:36:23,50000,37500.0,0.25,0.16999999999999998,21,"$42,500",42500.0,1.249999999999999
2024-11-05 14:36:23,50000,37500.0,0.25,0.16999999999999998,22,"$42,857",42857.0,1.339249999999999
2024-11-05 14:36:23,50000,37500.0,0.25,0.16999999999999998,23,"$41,176",41176.0,0.9189999999999992
2024-11-05 14:36:23,50000,37500.0,0.25,0.16999999999999998,24,"$42,857",42857.0,1.339249999999999
2024-11-05 14:36:23,50000,37500.0,0.25,0.16999999999999998,25,"$42,000",42000.0,1.1249999999999991
2024-11-05 14:36:23,50000,37500.0,0.25,0.16999999999999998,26,"$42,500",42500.0,1.249999999999999
2024-11-05 14:36:23,50000,37500.0,0.25,0.16999999999999998,27,"$42,500",42500.0,1.249999999999999
2024-11-05 14:36:23,50000,37500.0,0.25,0.16999999999999998,28,"$42,500",42500.0,1.249999999999999
2024-11-05 14:36:23,50000,37500.0,0.25,0.16999999999999998,29,"$42,000",42000.0,1.1249999999999991
2024-11-05 14:36:23,50000,37500.0,0.25,0.16999999999999998,30,"$42,857",42857.0,1.339249999999999
2024-11-05 14:36:23,50000,37500.0,0.25,0.16999999999999998,31,"$42,857",42857.0,1.339249999999999
2024-11-05 14:36:23,50000,37500.0,0.25,0.16999999999999998,32,"$39,118",39118.0,0.40449999999999964
2024-11-05 14:36:23,50000,37500.0,0.25,0.16999999999999998,33,"$43,750",43750.0,1.5624999999999987
2024-11-05 14:36:23,50000,37500.0,0.25,0.16999999999999998,34,"$42,500.",42500.0,1.249999999999999
2024-11-05 14:36:23,50000,37500.0,0.25,0.16999999999999998,35,"$42,857",42857.0,1.339249999999999
2024-11-05 14:36:23,50000,37500.0,0.25,0.16999999999999998,36,"$42,857",42857.0,1.339249999999999
2024-11-05 14:36:23,50000,37500.0,0.25,0.16999999999999998,37,"$41,176",41176.0,0.9189999999999992
2024-11-05 14:36:23,50000,37500.0,0.25,0.16999999999999998,38,"$42,500",42500.0,1.249999999999999
2024-11-05 14:36:23,50000,37500.0,0.25,0.16999999999999998,39,"$43,750",43750.0,1.5624999999999987
2024-11-05 14:36:23,50000,37500.0,0.25,0.16999999999999998,40,"$40,000",40000.0,0.6249999999999994
2024-11-05 14:36:23,50000,37500.0,0.25,0.16999999999999998,41,"$41,176",41176.0,0.9189999999999992
2024-11-05 14:36:23,50000,37500.0,0.25,0.16999999999999998,42,"$42,500",42500.0,1.249999999999999
